Category,Age,Gender,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Transactions,Revenue,Ecommerce Conversion Rate
Computers & Electronics/Networking/Data Formats & Protocols,35-44,Male,748,645,1526,0.345,5.41,00:03:48,60,5093.15,0.0393
Beauty & Fitness/Fitness/Gyms & Health Clubs,35-44,Male,745,601,1671,0.339,5.44,00:03:43,51,4115.64,0.0305
Travel & Transportation/Luggage & Travel Accessories,35-44,Male,743,607,1543,0.293,6.09,00:03:59,52,4056.42,0.0337
Computers & Electronics/Consumer Electronics/Virtual Reality Devices,35-44,Male,736,657,1357,0.323,6.86,00:04:22,61,5365.27,0.045
Computers & Electronics/Computer Hardware/Computer Drives & Storage/Flash Drives & Memory Cards,35-44,Male,731,641,1371,0.29,5.4,00:03:39,30,2357.8,0.0219
Autos & Vehicles/Motor Vehicles (By Brand)/Peugeot,35-44,Male,729,590,1565,0.376,5.64,00:04:00,41,3258.9,0.0262
"Home & Garden/Patio, Lawn & Garden",35-44,Male,728,607,1439,0.356,5.75,00:03:51,59,4980.24,0.041
Business & Industrial/Business Operations/Human Resources/Recruitment & Staffing,35-44,Male,726,584,1533,0.34,5.72,00:04:07,64,6467.58,0.0417
Arts & Entertainment/Music & Audio/Music Equipment & Technology/Musical Instruments/Pianos & Keyboards,35-44,Male,725,609,1441,0.301,7.2,00:04:38,51,4419.37,0.0354
News/Business News/Company News/Company Earnings,35-44,Male,720,596,1329,0.287,6.72,00:04:11,59,5638.71,0.0444
Shopping/Consumer Resources/Customer Services/Technical Support & Repair,35-44,Male,719,596,1380,0.291,6.12,00:04:35,54,4852.84,0.0391
Business & Industrial/Energy & Utilities/Waste Management/Recycling,35-44,Male,714,561,1467,0.393,5.25,00:03:22,44,3393.55,0.03
Computers & Electronics/Consumer Electronics/Camera & Photo Equipment/Cameras & Camcorders/Cameras,35-44,Male,712,607,1427,0.323,5.7,00:03:40,34,2947.08,0.0238
Home & Garden/Kitchen & Dining/Small Kitchen Appliances,35-44,Male,712,590,1383,0.328,5.45,00:03:40,41,3572.67,0.0296
Computers & Electronics/Software/Multimedia Software/Graphics & Animation Software,35-44,Male,710,632,1172,0.305,6.16,00:04:15,47,4038.89,0.0401
Home & Garden/Kitchen & Dining/Cookware & Diningware/Cookware/Cutlery & Cutting Accessories,35-44,Male,709,596,1356,0.322,5.68,00:04:01,41,3526.94,0.0302
Beauty & Fitness/Fashion & Style/Fashion Modeling,35-44,Male,708,592,1277,0.421,4.81,00:03:06,35,2532.78,0.0274
Games/Card Games/Collectible Card Games,35-44,Male,707,614,1305,0.319,6.92,00:04:11,43,4805.67,0.033
Computers & Electronics/Consumer Electronics/TV & Video Equipment/Televisions/LCD TVs,35-44,Male,705,587,1397,0.352,6.49,00:04:58,46,3984.82,0.0329
Sports/Motor Sports/Motorcycle Racing,35-44,Male,703,597,1306,0.4,4.87,00:02:46,35,2896.3,0.0268
Autos & Vehicles/Commercial Vehicles/Cargo Trucks & Trailers,35-44,Male,702,591,1288,0.378,5.52,00:03:54,51,3960.77,0.0396
Hobbies & Leisure/Special Occasions/Holidays & Seasonal Events/Birthdays & Name Days,35-44,Male,701,554,1398,0.392,5.55,00:03:41,26,2151.64,0.0186
Food & Drink/Cooking & Recipes/BBQ & Grilling,35-44,Male,694,586,1280,0.344,5.69,00:03:37,47,4173.93,0.0367
People & Society/Social Sciences/Psychology,35-44,Male,694,584,1397,0.376,5.04,00:03:23,39,3342.81,0.0279
Home & Garden/Home Furnishings/Curtains & Window Treatments,35-44,Male,692,571,1388,0.345,6.09,00:03:30,43,4277.41,0.031
Games/Board Games,35-44,Male,687,573,1375,0.341,5.6,00:03:46,56,3980.98,0.0407
Shopping/Consumer Resources/Customer Services/Loyalty Cards & Programs,35-44,Male,685,576,1347,0.297,6.31,00:03:59,58,5026.43,0.0431
Science/Earth Sciences/Paleontology,35-44,Male,683,577,1237,0.41,4.73,00:03:02,34,2722.1,0.0275
Food & Drink/Food/Dairy & Eggs,35-44,Male,682,556,1454,0.351,6.23,00:04:36,48,3439.99,0.033
Arts & Entertainment/Music & Audio/Podcasts,35-44,Male,680,563,1357,0.311,5.95,00:04:16,46,4649.4,0.0339
Internet & Telecom/Mobile & Wireless/Mobile Phones,35-44,Male,677,551,1523,0.334,6.04,00:03:38,39,2386.42,0.0256
Jobs & Education/Jobs/Job Listings/Education Jobs,35-44,Male,675,559,1248,0.294,6.67,00:03:52,51,4278.43,0.0409
Autos & Vehicles/Motor Vehicles (By Brand)/Fiat/Alfa Romeo,35-44,Male,673,557,1303,0.347,5.34,00:03:43,37,2998.09,0.0284
Autos & Vehicles/Motor Vehicles (By Brand)/Renault,35-44,Male,667,568,1304,0.374,5.05,00:03:08,27,1978.28,0.0207
Computers & Electronics/Software/Business & Productivity Software/Calendar & Scheduling Software,35-44,Male,666,570,1105,0.282,5.85,00:04:00,46,5746.41,0.0416
Reference/Humanities/Myth & Folklore,35-44,Male,666,562,1149,0.37,5.09,00:03:12,31,3046.27,0.027
Computers & Electronics/Computer Security/Antivirus & Malware,35-44,Male,665,544,1267,0.29,6.65,00:04:31,49,4436.78,0.0387
Arts & Entertainment/Performing Arts/Broadway & Musical Theater,35-44,Male,660,536,1229,0.354,5.03,00:03:20,45,4468.16,0.0366
Business & Industrial/Retail Trade/Retail Equipment & Technology,35-44,Male,659,537,1317,0.393,5.51,00:03:34,40,3690.9,0.0304
Games/Computer & Video Games/Fighting Games,35-44,Male,658,581,1388,0.373,5.31,00:03:27,30,2769.3,0.0216
Jobs & Education/Jobs/Job Listings/Accounting & Finance Jobs,35-44,Male,658,512,1470,0.298,5.93,00:04:41,60,6372.27,0.0408
Arts & Entertainment/Music & Audio/Rock Music/Punk (Music),35-44,Male,656,543,1174,0.345,4.9,00:03:01,32,3194.46,0.0273
Law & Government/Public Safety/Public Health,35-44,Male,656,531,1393,0.284,6.58,00:04:23,60,5832.53,0.0431
Shopping/Toys,35-44,Male,653,541,1245,0.322,6.39,00:04:22,56,4945.55,0.045
Games/Computer & Video Games/Sandbox Games,35-44,Male,647,564,1123,0.308,6.97,00:04:36,64,5369.97,0.057
Shopping/Toys/Outdoor Toys & Play Equipment,35-44,Male,647,507,1314,0.367,5.68,00:03:42,47,3867.72,0.0358
Food & Drink/Food/Condiments & Dressings,35-44,Male,640,548,1188,0.341,5.8,00:03:37,34,2801.38,0.0286
Computers & Electronics/Software/Multimedia Software/Media Players,35-44,Male,638,559,1120,0.462,4.45,00:03:15,28,2312.81,0.025
Food & Drink/Cooking & Recipes/Cuisines/East Asian Cuisine/Japanese Cuisine,35-44,Male,636,524,1307,0.319,5.67,00:03:47,43,3846.83,0.0329
Arts & Entertainment/Music & Audio/Music Education & Instruction,35-44,Male,631,549,1134,0.316,6.21,00:04:37,48,4779.42,0.0423
Finance/Banking/Money Transfer & Wire Services,35-44,Male,630,511,1139,0.32,6.66,00:04:08,40,3553.65,0.0351
Sports/Sports Fan Gear & Apparel,35-44,Male,626,497,1351,0.317,5.09,00:03:29,29,1610.67,0.0215
Shopping/Consumer Resources/Product Reviews & Price Comparisons/Price Comparisons,35-44,Male,618,503,1277,0.349,5.93,00:03:38,39,2959.76,0.0305
Business & Industrial/Business Services/E-Commerce Services,35-44,Male,614,521,1172,0.346,6.48,00:04:45,31,3978.6,0.0265
"Business & Industrial/Construction & Maintenance/Building Materials & Supplies/Nails, Screws & Fasteners",35-44,Male,614,512,1159,0.336,6.51,00:04:21,54,4316.17,0.0466
Autos & Vehicles/Motor Vehicles (By Type)/Off-Road Vehicles,35-44,Male,611,521,1153,0.341,5.92,00:04:08,47,4886.52,0.0408
Computers & Electronics/Software/Multimedia Software/Audio & Music Software,35-44,Male,610,515,1084,0.328,5.33,00:03:36,38,3046.68,0.0351
Shopping/Apparel/Casual Apparel,35-44,Male,609,508,1197,0.376,5.34,00:03:15,19,1696.86,0.0159
Food & Drink/Food & Grocery Delivery,35-44,Male,606,497,1292,0.277,6.19,00:04:11,38,3538.6,0.0294
Sports/Individual Sports,35-44,Male,605,476,1076,0.387,4,00:02:23,27,1853.01,0.0251
Finance/Credit & Lending/Loans,35-44,Male,604,452,1442,0.384,5.77,00:04:13,24,3054.31,0.0166
Home & Garden/HVAC & Climate Control/Heaters,35-44,Male,596,504,1113,0.354,6.44,00:04:04,46,3887,0.0413
Home & Garden/Domestic Services/Cleaning Services,35-44,Male,595,501,1155,0.33,5.59,00:03:25,22,1330.59,0.019
People & Society/Family & Relationships/Family/Parenting/Babies & Toddlers/Baby Feeding,35-44,Male,594,498,1098,0.414,5.37,00:03:06,33,2610.78,0.0301
Finance/Banking/Savings Accounts,35-44,Male,593,439,1207,0.342,5.15,00:03:39,38,4046.63,0.0315
Science/Computer Science/Machine Learning & Artificial Intelligence,35-44,Male,591,509,1077,0.321,6.44,00:04:24,48,4468.76,0.0446
Hobbies & Leisure/Radio Control & Modeling,35-44,Male,584,475,1063,0.304,6.57,00:04:30,47,5169.41,0.0442
Home & Garden/Kitchen & Dining,35-44,Male,583,486,1111,0.342,6.14,00:04:11,49,4299.97,0.0441
Arts & Entertainment/Music & Audio/Music Equipment & Technology/Music Recording Technology,35-44,Male,581,487,980,0.295,6.48,00:03:57,39,3303.98,0.0398
Sports/International Sports Competitions,35-44,Male,581,480,1101,0.399,5.83,00:03:00,40,5311.56,0.0363
Reference/General Reference/Forms Guides & Templates/Legal Forms,35-44,Male,580,469,1044,0.276,7,00:04:59,42,5089.29,0.0402
Food & Drink/Beverages/Soft Drinks,35-44,Male,578,492,1014,0.329,5.02,00:03:13,14,1135.25,0.0138
Law & Government/Public Safety/Crime & Justice,35-44,Male,577,476,1253,0.424,4.68,00:02:38,14,1066.86,0.0112
Arts & Entertainment/Entertainment Industry/Recording Industry/Music Awards,35-44,Male,575,442,1076,0.389,5.28,00:03:14,25,1485.05,0.0232
Sports/Winter Sports/Skiing & Snowboarding,35-44,Male,571,466,985,0.311,5.46,00:03:28,42,3544.01,0.0426
Autos & Vehicles/Motor Vehicles (By Brand)/Mini,35-44,Male,570,473,1200,0.363,5.39,00:03:06,40,3087.57,0.0333
Internet & Telecom/Mobile & Wireless/Mobile Apps & Add-Ons/iOS Apps,35-44,Male,570,456,1051,0.283,6.18,00:04:24,37,3139.24,0.0352
Internet & Telecom/Email & Messaging/Voice & Video Chat,35-44,Male,569,471,1091,0.306,5.94,00:04:34,32,2851.28,0.0293
Beauty & Fitness/Beauty Services & Spas/Massage Therapy,35-44,Male,565,477,1163,0.347,6.3,00:03:53,44,3684.34,0.0378
Home & Garden/Home Improvement/Roofing,35-44,Male,562,465,1127,0.357,6,00:03:56,41,3313.93,0.0364
Reference/General Reference/Forms Guides & Templates,35-44,Male,561,468,988,0.241,6.94,00:04:59,33,3365.7,0.0334
Autos & Vehicles/Motor Vehicles (By Brand)/Subaru,35-44,Male,557,474,1074,0.329,5.78,00:03:58,28,2590.91,0.0261
Home & Garden/Kitchen & Dining/Major Kitchen Appliances/Dishwashers,35-44,Male,557,464,1036,0.334,5.87,00:03:29,37,3856.39,0.0357
Shopping/Gifts & Special Event Items/Party & Holiday Supplies,35-44,Male,557,467,1027,0.36,5.67,00:03:37,30,2822.34,0.0292
Arts & Entertainment/Music & Audio/World Music/East Asian Music,35-44,Male,551,457,1138,0.281,6.4,00:04:15,36,3916.59,0.0316
Jobs & Education/Education/Computer Education,35-44,Male,550,459,1090,0.291,6.35,00:04:56,38,2829.98,0.0349
Business & Industrial/Business Services/Office Supplies/Office Furniture/Office Chairs,35-44,Male,549,429,1362,0.388,5.23,00:03:20,36,4091,0.0264
Food & Drink/Cooking & Recipes/Cuisines/Latin American Cuisine/Mexican Cuisine,35-44,Male,546,471,989,0.374,4.93,00:03:09,21,1645.94,0.0212
People & Society/Social Issues & Advocacy/Work & Labor Issues/Unions & Labor Movement,35-44,Male,545,416,1152,0.386,5.35,00:03:14,34,3056.58,0.0295
Arts & Entertainment/Music & Audio/Soundtracks,35-44,Male,544,459,1103,0.273,6.83,00:05:02,42,4216.64,0.0381
People & Society/Family & Relationships/Family/Parenting/Babies & Toddlers/Child Car Seats,35-44,Male,540,432,1202,0.343,6.21,00:04:16,45,4004.58,0.0374
Travel & Transportation/Transportation/Taxi & Ride Hail Services,35-44,Male,540,444,1191,0.413,5.32,00:02:57,21,1890.16,0.0176
Autos & Vehicles/Motor Vehicles (By Type)/Scooters & Mopeds,35-44,Male,538,451,1054,0.283,6.89,00:05:08,36,2759.02,0.0342
Computers & Electronics/Software/Business & Productivity Software/Word Processing Software,35-44,Male,538,456,976,0.268,6.72,00:05:05,53,6411.84,0.0543
Computers & Electronics/Consumer Electronics/Car Electronics/Car Audio,35-44,Male,535,458,995,0.358,5.03,00:03:12,19,1736.43,0.0191
Arts & Entertainment/Music & Audio/Music Equipment & Technology,35-44,Male,533,460,1042,0.403,4.72,00:03:06,24,1588.64,0.023
People & Society/Family & Relationships/Family/Parenting/Babies & Toddlers/Baby Strollers & Transport,35-44,Male,533,453,1044,0.318,6.63,00:04:00,46,4031.38,0.0441
Beauty & Fitness/Fitness/Fitness Equipment & Accessories,35-44,Male,532,424,1097,0.311,6.08,00:04:10,37,3129.46,0.0337
Business & Industrial/Chemicals Industry/Coatings & Adhesives,35-44,Male,528,440,884,0.356,6.25,00:04:07,35,2785.07,0.0396
Business & Industrial/Business Operations/Human Resources,35-44,Male,525,424,994,0.284,6.81,00:04:48,31,2902.6,0.0312
Finance/Investing/Funds/Exchange Traded Funds,35-44,Male,524,439,1021,0.232,7.39,00:05:40,45,5379.84,0.0441
"Computers & Electronics/Computer Hardware/Computer Peripherals/Printers, Copiers & Fax Machines/3D Printers & Scanners",35-44,Male,517,467,865,0.326,5.68,00:03:32,30,2696.64,0.0347
Beauty & Fitness/Face & Body Care/Hygiene & Toiletries/Hand & Body Soaps,35-44,Male,516,394,1057,0.265,6.11,00:04:41,37,3071.89,0.035
Food & Drink/Food/Grains & Pasta,35-44,Male,516,433,1085,0.359,5.9,00:03:57,36,2991.16,0.0332
Home & Garden/Home Furnishings/Kitchen & Dining Furniture,35-44,Male,516,410,1051,0.358,6.37,00:04:18,31,3717.89,0.0295
"Home & Garden/Patio, Lawn & Garden/Yard Maintenance",35-44,Male,516,419,1022,0.323,5.84,00:03:36,33,2979.01,0.0323
Finance/Insurance/Vehicle Insurance/Auto Insurance,35-44,Male,511,415,1117,0.366,5.54,00:03:39,23,2364.87,0.0206
Business & Industrial/Pharmaceuticals & Biotech,35-44,Male,506,412,954,0.285,5.9,00:03:57,38,4200.29,0.0398
Pets & Animals/Pets/Birds,35-44,Male,506,419,926,0.384,5.11,00:03:08,24,2089.26,0.0259
Autos & Vehicles/Motor Vehicles (By Brand)/Jeep,35-44,Male,505,432,985,0.365,5.53,00:03:26,20,2069.15,0.0203
Food & Drink/Food & Grocery Delivery/Restaurant Delivery Services,35-44,Male,505,432,1038,0.364,6.25,00:03:47,17,1627.37,0.0164
Shopping/Apparel/Casual Apparel/Denim Wear,35-44,Male,504,407,1104,0.348,5.49,00:03:54,17,779.4,0.0154
Autos & Vehicles/Motor Vehicles (By Brand)/Mitsubishi,35-44,Male,502,402,1223,0.357,6.2,00:04:14,29,2195.24,0.0237
Business & Industrial/Energy & Utilities/Waste Management,35-44,Male,502,424,860,0.392,5.5,00:03:33,25,2509.18,0.0291
Computers & Electronics/Computer Hardware/Computer Drives & Storage/Data Backup & Recovery,35-44,Male,500,436,884,0.296,6.49,00:04:23,50,3768.76,0.0566
Home & Garden/Kitchen & Dining/Cookware & Diningware/Diningware,35-44,Male,500,406,930,0.345,5.43,00:03:11,32,2300.96,0.0344
Business & Industrial/Business Services/E-Commerce Services/Merchant Services & Payment Systems,35-44,Male,495,422,1015,0.369,5.83,00:03:45,34,3217.6,0.0335
Travel & Transportation/Tourist Destinations/Lakes & Rivers,35-44,Male,495,417,891,0.356,5.6,00:03:34,27,2124.63,0.0303
Shopping/Consumer Resources/Consumer Advocacy & Protection,35-44,Male,494,398,909,0.384,4.83,00:03:22,23,1457.58,0.0253
Food & Drink/Cooking & Recipes/Cuisines/East Asian Cuisine/Chinese Cuisine,35-44,Male,493,411,988,0.348,5.67,00:03:30,30,1794.77,0.0304
Reference/General Reference/Public Records,35-44,Male,487,402,895,0.301,6.5,00:04:17,32,3741.48,0.0358
Hobbies & Leisure/Crafts,35-44,Male,485,405,924,0.329,5.66,00:03:21,29,2871.36,0.0314
"Computers & Electronics/Computer Hardware/Computer Peripherals/Printers, Copiers & Fax Machines/Ink & Toner",35-44,Male,483,395,1011,0.301,7.07,00:05:06,31,2493.87,0.0307
Real Estate,35-44,Male,481,400,922,0.29,6.54,00:04:20,32,3351.53,0.0347
Business & Industrial/Small Business,35-44,Male,478,414,919,0.346,5.76,00:04:00,28,2767.48,0.0305
Computers & Electronics/Consumer Electronics/TV & Video Equipment/Projectors & Screens,35-44,Male,474,410,956,0.323,5.87,00:04:05,36,3107.62,0.0377
Games/Computer & Video Games,35-44,Male,474,403,862,0.345,5.59,00:03:38,24,2245.04,0.0278
Home & Garden/Home Furnishings/Rugs & Carpets,35-44,Male,473,394,993,0.322,5.59,00:03:20,33,2840.68,0.0332
Arts & Entertainment/Music & Audio/Rock Music/Hard Rock & Progressive,35-44,Male,472,395,874,0.312,5.42,00:03:45,27,2581.09,0.0309
Finance/Insurance/Life Insurance,35-44,Male,471,391,1038,0.386,5.61,00:03:54,32,2626.17,0.0308
Business & Industrial/Textiles & Nonwovens,35-44,Male,470,391,963,0.35,6.1,00:04:25,25,2179.62,0.026
Hobbies & Leisure/Special Occasions/Holidays & Seasonal Events/New Year,35-44,Male,470,368,927,0.383,5.27,00:03:59,32,2590.98,0.0345
Law & Government/Government/Intelligence & Counterterrorism,35-44,Male,470,380,964,0.356,5.98,00:03:33,34,2503.31,0.0353
Finance/Credit & Lending/Loans/Vehicle Financing/Auto Financing/Auto Leasing,35-44,Male,467,376,992,0.393,5.69,00:03:20,29,2177.24,0.0292
Internet & Telecom/Web Services/Web Hosting & Domain Registration/Domain Registration,35-44,Male,461,402,774,0.328,6.91,00:04:16,37,4047.07,0.0478
Autos & Vehicles/Motor Vehicles (By Brand)/Chevrolet,35-44,Male,458,375,806,0.341,5.04,00:04:16,21,1518.72,0.0261
Autos & Vehicles/Motor Vehicles (By Brand)/Skoda,35-44,Male,458,400,817,0.357,5.49,00:03:25,17,1612.14,0.0208
Autos & Vehicles/Motor Vehicles (By Brand)/SEAT,35-44,Male,457,380,843,0.399,5.1,00:03:10,22,2058.56,0.0261
Food & Drink/Food/Herbs & Spices,35-44,Male,457,399,839,0.337,5.75,00:03:27,25,2574.13,0.0298
Computers & Electronics/Software/Business & Productivity Software/Accounting & Financial Software,35-44,Male,456,380,978,0.254,7.12,00:04:41,44,3099.72,0.045
Real Estate/Real Estate Listings/Lots & Land,35-44,Male,456,372,915,0.336,6.66,00:04:50,24,2086.13,0.0262
Autos & Vehicles/Motor Vehicles (By Brand)/Suzuki,35-44,Male,455,376,783,0.388,4.38,00:02:51,12,860.41,0.0153
Sports/Sporting Goods,35-44,Male,455,385,866,0.35,6.53,00:03:58,21,2148.01,0.0242
Beauty & Fitness/Beauty Pageants,35-44,Male,452,360,850,0.419,4.97,00:03:04,21,2067.4,0.0247
Arts & Entertainment/Visual Art & Design/Design/Interior Design,35-44,Male,451,377,916,0.338,7.2,00:05:03,27,3747.12,0.0295
Autos & Vehicles/Motor Vehicles (By Brand)/Bentley,35-44,Male,449,356,872,0.378,5,00:02:54,31,3042.06,0.0356
Food & Drink/Cooking & Recipes/Cuisines/Southeast Asian Cuisine/Thai Cuisine,35-44,Male,448,379,872,0.351,5.04,00:03:29,28,2997.32,0.0321
Autos & Vehicles/Bicycles & Accessories/Bike Frames,35-44,Male,447,375,859,0.328,6.09,00:03:56,45,3392.55,0.0524
Food & Drink/Beverages/Coffee & Tea/Tea,35-44,Male,447,362,1204,0.34,5.91,00:08:45,33,2759.47,0.0274
Autos & Vehicles/Personal Aircraft,35-44,Male,446,377,792,0.383,5.15,00:03:18,25,2899.95,0.0316
Hobbies & Leisure/Outdoors/Hunting & Shooting,35-44,Male,446,370,844,0.399,5.53,00:02:59,31,3154.82,0.0367
Arts & Entertainment/Movies/Family Films,35-44,Male,445,367,788,0.392,4.76,00:03:06,34,3169.38,0.0431
Business & Industrial/Business Services/Consulting,35-44,Male,445,373,842,0.302,6.93,00:04:50,34,4737,0.0404
Beauty & Fitness/Fitness/Yoga & Pilates,35-44,Male,443,371,816,0.338,5.69,00:04:10,24,2238.87,0.0294
Computers & Electronics/Software/Device Drivers,35-44,Male,439,381,730,0.226,6.75,00:05:28,37,1990.46,0.0507
People & Society/Social Sciences/Political Science/International Relations,35-44,Male,439,352,1003,0.341,6.33,00:04:58,26,2968.88,0.0259
Business & Industrial/Business Operations/Management/Strategic Planning,35-44,Male,438,380,773,0.285,7.17,00:04:55,37,3399.15,0.0479
Food & Drink/Cooking & Recipes/Cuisines/Vegetarian Cuisine,35-44,Male,436,341,805,0.297,5.44,00:04:02,39,2809.08,0.0484
Business & Industrial/Business Operations/Human Resources/Corporate Training,35-44,Male,435,355,884,0.305,6.16,00:04:35,35,3128.85,0.0396
Home & Garden/Home Safety & Security/Home Alarm & Security Systems,35-44,Male,434,382,797,0.344,5.67,00:03:09,28,2617.39,0.0351
Travel & Transportation/Tourist Destinations/Regional Parks & Gardens,35-44,Male,432,367,735,0.303,6.02,00:03:53,21,2197.95,0.0286
Arts & Entertainment/Music & Audio/Music Equipment & Technology/DJ Resources & Equipment,35-44,Male,431,355,845,0.311,6.76,00:03:57,28,2825.79,0.0331
Jobs & Education/Jobs/Resumes & Portfolios,35-44,Male,430,347,914,0.304,6.92,00:05:02,32,3205.41,0.035
Science/Earth Sciences/Water & Marine Sciences,35-44,Male,428,356,805,0.414,5.39,00:03:12,18,1330.93,0.0224
Business & Industrial/Construction & Maintenance/Civil Engineering,35-44,Male,426,335,1048,0.442,5.43,00:03:24,27,2592.91,0.0258
Computers & Electronics/Software/Business & Productivity Software/Project Management Software,35-44,Male,426,361,808,0.283,7.66,00:06:04,36,4055.5,0.0446
Science/Engineering & Technology/Robotics,35-44,Male,423,360,863,0.34,6.22,00:05:05,34,3319.57,0.0394
Autos & Vehicles/Motor Vehicles (By Brand)/Citroën,35-44,Male,420,340,844,0.35,5.49,00:03:29,15,949.51,0.0178
Business & Industrial/Business Operations/Human Resources/Payroll Services,35-44,Male,418,337,775,0.328,6.41,00:03:56,39,3613.16,0.0503
Food & Drink/Food/Dairy & Eggs/Cheese,35-44,Male,418,350,815,0.378,5.25,00:03:22,23,2685.21,0.0282
Home & Garden/Home Appliances,35-44,Male,418,344,786,0.295,7.95,00:04:36,31,2744.05,0.0394
Internet & Telecom/Web Services/Web Hosting & Domain Registration,35-44,Male,417,356,764,0.302,8.08,00:05:01,31,2209.29,0.0406
